batting_team,bowling_team,city,runs_left,balls_left,wickets,target_runs,cur_run_rate,req_run_rate,result
Kolkata Knight Riders,Kings XI Punjab,Kolkata,128,88,9,184,10.5,8.727272727,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,110,52,7,183,6.441176471,12.69230769,0
Kings XI Punjab,Mumbai Indians,Chandigarh,134,75,8,190,7.466666667,10.72,0
Delhi Daredevils,Chennai Super Kings,Abu Dhabi,96,35,3,178,5.788235294,16.45714286,0
Delhi Daredevils,Mumbai Indians,Mumbai,88,62,4,143,5.689655172,8.516129032,0
Kings XI Punjab,Chennai Super Kings,Chandigarh,83,32,7,241,10.77272727,15.5625,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,24,18,7,169,8.529411765,8.0,1
Deccan Chargers,Chennai Super Kings,Chennai,12,1,5,161,7.512605042,72.0,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,129,82,9,169,6.315789474,9.43902439,1
Deccan Chargers,Delhi Daredevils,Centurion,63,74,9,154,11.86956522,5.108108108,1
Kolkata Knight Riders,Rajasthan Royals,Kolkata,123,114,10,133,10.0,6.473684211,1
Deccan Chargers,Chennai Super Kings,Durban,156,116,10,166,15.0,8.068965517,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,165,119,10,166,6.0,8.319327731,1
Mumbai Indians,Sunrisers Hyderabad,Unknown,111,56,7,173,5.8125,11.89285714,0
Deccan Chargers,Rajasthan Royals,Hyderabad,54,56,9,127,6.84375,5.785714286,1
Sunrisers Hyderabad,Kolkata Knight Riders,Hyderabad,133,103,10,165,11.29411765,7.747572816,1
Rajasthan Royals,Delhi Daredevils,Centurion,54,38,5,144,6.585365854,8.526315789,1
Royal Challengers Bangalore,Delhi Capitals,Delhi,31,11,5,194,8.972477064,16.90909091,0
Kings XI Punjab,Mumbai Indians,Chandigarh,76,42,7,173,7.461538462,10.85714286,0
Kolkata Knight Riders,Kings XI Punjab,Chandigarh,52,42,8,158,8.153846154,7.428571429,0
Kings XI Punjab,Delhi Daredevils,Chandigarh,91,73,8,159,8.680851064,7.479452055,1
Kings XI Punjab,Delhi Daredevils,Delhi,19,16,5,165,8.423076923,7.125,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,104,72,8,161,7.125,8.666666667,1
Delhi Daredevils,Kings XI Punjab,Delhi,94,71,6,137,5.265306122,7.943661972,1
Delhi Daredevils,Sunrisers Hyderabad,Raipur,21,13,7,159,7.738317757,9.692307692,1
Deccan Chargers,Chennai Super Kings,Nagpur,24,20,6,139,6.9,7.2,1
Mumbai Indians,Rajasthan Royals,Durban,120,84,7,146,4.333333333,8.571428571,0
Mumbai Indians,Royal Challengers Bangalore,Chennai,117,71,7,186,8.448979592,9.887323944,0
Mumbai Indians,Delhi Capitals,Mumbai,127,59,7,220,9.147540984,12.91525424,0
Delhi Daredevils,Sunrisers Hyderabad,Raipur,122,89,9,159,7.161290323,8.224719101,1
Royal Challengers Bangalore,Chennai Super Kings,Bangalore,48,56,8,129,7.59375,5.142857143,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,140,75,6,166,3.466666667,11.2,0
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,30,26,7,116,5.489361702,6.923076923,1
Rajasthan Royals,Delhi Daredevils,Jaipur,150,112,10,157,5.25,8.035714286,1
Chennai Super Kings,Mumbai Indians,Mumbai,88,55,4,140,4.8,9.6,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,57,42,7,183,9.692307692,8.142857143,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,71,60,10,161,9.0,7.1,1
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,36,49,7,127,7.690140845,4.408163265,1
Kings XI Punjab,Mumbai Indians,Mohali,36,26,8,188,9.70212766,8.307692308,1
Mumbai Indians,Delhi Daredevils,Mumbai,113,85,6,153,6.857142857,7.976470588,1
Chennai Super Kings,Delhi Daredevils,Durban,129,83,9,190,9.891891892,9.325301205,0
Rajasthan Royals,Sunrisers Hyderabad,Visakhapatnam,13,13,7,128,6.448598131,6.0,1
Mumbai Indians,Sunrisers Hyderabad,Hyderabad,109,77,9,158,6.837209302,8.493506494,1
Chennai Super Kings,Kings XI Punjab,Chandigarh,53,57,8,131,7.428571429,5.578947368,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,15,12,4,148,7.388888889,7.5,1
Mumbai Indians,Kings XI Punjab,Chandigarh,180,113,10,183,2.571428571,9.557522124,0
Deccan Chargers,Kolkata Knight Riders,Hyderabad,67,32,6,170,7.022727273,12.5625,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,68,45,8,161,7.44,9.066666667,1
Kings XI Punjab,Delhi Daredevils,Delhi,31,2,4,232,10.22033898,93.0,0
Mumbai Indians,Kolkata Knight Riders,Mumbai,109,73,9,179,8.936170213,8.95890411,1
Kings XI Punjab,Kolkata Knight Riders,Chandigarh,119,67,7,184,7.358490566,10.65671642,0
Mumbai Indians,Sunrisers Hyderabad,Mumbai,98,83,8,159,9.891891892,7.084337349,1
Delhi Capitals,Kings XI Punjab,Delhi,30,26,7,169,8.872340426,6.923076923,1
Chennai Super Kings,Mumbai Indians,Port Elizabeth,59,37,7,148,6.43373494,9.567567568,1
Royal Challengers Bangalore,Delhi Daredevils,Sharjah,68,55,8,146,7.2,7.418181818,1
Chennai Super Kings,Delhi Daredevils,Delhi,163,103,9,186,8.117647059,9.495145631,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,146,119,10,146,0.0,7.361344538,1
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,113,95,9,139,6.24,7.136842105,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,47,40,6,206,11.925,7.05,1
Rajasthan Royals,Kolkata Knight Riders,Kolkata,122,76,9,180,7.909090909,9.631578947,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,135,60,6,195,6.0,13.5,0
Delhi Daredevils,Kolkata Knight Riders,Durban,34,25,9,155,7.642105263,8.16,1
Kings XI Punjab,Mumbai Indians,Mohali,165,101,10,188,7.263157895,9.801980198,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,109,79,10,180,10.3902439,8.278481013,1
Royal Challengers Bangalore,Delhi Daredevils,Raipur,120,102,8,139,6.333333333,7.058823529,1
Mumbai Indians,Chennai Super Kings,Pune,144,98,10,177,9.0,8.816326531,1
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,141,29,1,223,5.406593407,29.17241379,0
Mumbai Indians,Kings XI Punjab,Durban,117,113,9,120,2.571428571,6.212389381,0
Delhi Daredevils,Kings XI Punjab,Delhi,60,50,6,137,6.6,7.2,1
Mumbai Indians,Sunrisers Hyderabad,Mumbai,45,20,6,179,8.04,13.5,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,62,31,6,173,7.483146067,12.0,0
Royal Challengers Bangalore,Kings XI Punjab,Bengaluru,157,116,9,162,7.5,8.120689655,1
Kings XI Punjab,Mumbai Indians,Mumbai,109,59,9,198,8.754098361,11.08474576,0
Rajasthan Royals,Royal Challengers Bangalore,Cape Town,129,108,9,134,2.5,7.166666667,0
Delhi Daredevils,Royal Challengers Bangalore,Delhi,122,75,7,184,8.266666667,9.76,0
Chennai Super Kings,Royal Challengers Bangalore,Chennai,192,102,10,206,4.666666667,11.29411765,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,25,22,7,156,8.020408163,6.818181818,1
Chennai Super Kings,Mumbai Indians,Mumbai,129,94,10,184,12.69230769,8.234042553,1
Royal Challengers Bangalore,Delhi Daredevils,Raipur,79,74,8,139,7.826086957,6.405405405,1
Royal Challengers Bangalore,Kings XI Punjab,Mohali,149,103,10,181,11.29411765,8.67961165,1
Kolkata Knight Riders,Royal Challengers Bangalore,Ranchi,107,105,9,116,3.6,6.114285714,1
Rajasthan Royals,Chennai Super Kings,Centurion,137,90,9,165,5.6,9.133333333,0
Rajasthan Royals,Kings XI Punjab,Mohali,90,56,9,191,9.46875,9.642857143,0
Mumbai Indians,Kings XI Punjab,Mumbai,156,79,7,178,3.219512195,11.84810127,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,3,30,9,144,9.4,0.6,1
Delhi Daredevils,Mumbai Indians,Mumbai,142,78,9,205,9.0,10.92307692,1
Mumbai Indians,Kings XI Punjab,Mumbai,101,71,9,164,7.714285714,8.535211268,1
Kings XI Punjab,Sunrisers Hyderabad,Mohali,118,82,9,159,6.473684211,8.634146341,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,11,12,8,146,7.5,5.5,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,57,20,5,191,8.04,17.1,1
Royal Challengers Bangalore,Deccan Chargers,Johannesburg,144,117,10,144,0.0,7.384615385,0
Delhi Daredevils,Sunrisers Hyderabad,Hyderabad,129,76,9,192,8.590909091,10.18421053,0
Kolkata Knight Riders,Royal Challengers Bangalore,Bangalore,165,103,9,186,7.411764706,9.611650485,1
Rajasthan Royals,Kings XI Punjab,Chandigarh,79,25,4,180,6.378947368,18.96,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,25,38,9,136,8.12195122,3.947368421,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,25,3,1,149,6.358974359,50.0,0
Delhi Capitals,Kings XI Punjab,Mohali,123,85,9,176,9.085714286,8.682352941,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,88,54,8,188,9.090909091,9.777777778,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,143,97,10,165,5.739130435,8.845360825,1
Delhi Capitals,Rajasthan Royals,Jaipur,175,102,10,197,7.333333333,10.29411765,1
Chennai Super Kings,Kings XI Punjab,Chennai,42,47,9,137,7.808219178,5.361702128,0
Chennai Super Kings,Rajasthan Royals,Chennai,47,24,7,212,10.3125,11.75,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,158,94,9,187,6.692307692,10.08510638,0
Deccan Chargers,Rajasthan Royals,Nagpur,5,5,3,160,8.086956522,6.0,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,146,87,10,181,6.363636364,10.06896552,0
Delhi Daredevils,Kings XI Punjab,Delhi,79,50,6,158,6.771428571,9.48,0
Chennai Super Kings,Mumbai Indians,Mumbai,134,85,8,188,9.257142857,9.458823529,0
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,6,23,7,136,8.041237113,1.565217391,1
Rajasthan Royals,Deccan Chargers,Hyderabad,28,15,5,215,10.68571429,11.2,1
Rajasthan Royals,Deccan Chargers,Jaipur,99,86,10,141,7.411764706,6.906976744,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,121,79,10,179,8.487804878,9.189873418,1
Rajasthan Royals,Delhi Daredevils,Centurion,99,72,7,144,5.625,8.25,1
Kings XI Punjab,Deccan Chargers,Chandigarh,81,35,6,191,7.764705882,13.88571429,1
Mumbai Indians,Kings XI Punjab,Chandigarh,123,99,10,157,9.714285714,7.454545455,1
Kolkata Knight Riders,Chennai Super Kings,Kolkata,102,62,5,165,6.517241379,9.870967742,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,223,119,10,223,0.0,11.24369748,0
Deccan Chargers,Mumbai Indians,Mumbai,120,65,7,179,6.436363636,11.07692308,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,92,82,8,131,6.157894737,6.731707317,1
Royal Challengers Bangalore,Kings XI Punjab,Mohali,58,36,9,181,8.785714286,9.666666667,1
Mumbai Indians,Kings XI Punjab,Chandigarh,32,12,4,169,7.611111111,16.0,1
Kings XI Punjab,Deccan Chargers,Dharamsala,132,70,8,199,8.04,11.31428571,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,91,69,7,158,7.882352941,7.913043478,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,99,67,9,157,6.566037736,8.865671642,0
Kolkata Knight Riders,Sunrisers Hyderabad,Hyderabad,61,41,8,184,9.341772152,8.926829268,1
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,106,85,10,151,7.714285714,7.482352941,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bengaluru,89,35,8,223,9.458823529,15.25714286,0
Kings XI Punjab,Kolkata Knight Riders,Port Elizabeth,89,75,8,154,8.666666667,7.12,1
Mumbai Indians,Kolkata Knight Riders,Abu Dhabi,147,99,10,164,4.857142857,8.909090909,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,20,29,9,172,10.02197802,4.137931034,1
Mumbai Indians,Kings XI Punjab,Mumbai,105,74,8,169,8.347826087,8.513513514,1
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,130,61,8,232,10.37288136,12.78688525,0
Delhi Daredevils,Chennai Super Kings,Raipur,31,44,8,120,7.026315789,4.227272727,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,90,80,8,131,6.15,6.75,1
Kings XI Punjab,Deccan Chargers,Hyderabad,116,92,10,166,10.71428571,7.565217391,1
Delhi Daredevils,Kings XI Punjab,Delhi,54,29,5,158,6.857142857,11.17241379,0
Chennai Super Kings,Mumbai Indians,Port Elizabeth,83,53,7,148,5.820895522,9.396226415,1
Sunrisers Hyderabad,Kings XI Punjab,Mohali,121,54,7,202,7.363636364,13.44444444,0
Rajasthan Royals,Mumbai Indians,Mumbai,18,4,4,188,8.793103448,27.0,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,122,35,5,231,7.694117647,20.91428571,0
Kings XI Punjab,Delhi Daredevils,Delhi,48,56,9,112,6.0,5.142857143,1
Delhi Daredevils,Deccan Chargers,Hyderabad,26,27,6,176,9.677419355,5.777777778,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,116,77,7,168,7.255813953,9.038961039,0
Kings XI Punjab,Mumbai Indians,Mumbai,70,35,6,160,6.352941176,12.0,0
Sunrisers Hyderabad,Delhi Daredevils,Hyderabad,30,68,7,81,5.884615385,2.647058824,1
Rajasthan Royals,Royal Challengers Bangalore,Bangalore,123,60,7,191,6.8,12.3,1
Royal Challengers Bangalore,Delhi Daredevils,Delhi,13,67,10,96,9.396226415,1.164179104,1
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,121,80,9,176,8.25,9.075,0
Kolkata Knight Riders,Rajasthan Royals,Abu Dhabi,66,39,7,153,6.444444444,10.15384615,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,150,97,9,169,4.956521739,9.278350515,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,69,16,4,228,9.173076923,25.875,0
Kings XI Punjab,Royal Challengers Bangalore,Chandigarh,6,2,6,176,8.644067797,18.0,0
Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,48,60,9,131,8.3,4.8,1
Delhi Daredevils,Chennai Super Kings,Chennai,76,39,5,169,6.888888889,11.69230769,0
Kings XI Punjab,Rajasthan Royals,Chandigarh,170,107,9,178,3.692307692,9.53271028,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,84,56,7,185,9.46875,9.0,1
Sunrisers Hyderabad,Mumbai Indians,Mumbai,42,16,5,171,7.442307692,15.75,0
Rajasthan Royals,Mumbai Indians,Jaipur,86,69,7,172,10.11764706,7.47826087,1
Kings XI Punjab,Sunrisers Hyderabad,Chandigarh,167,92,8,208,8.785714286,10.89130435,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,92,60,8,172,8.0,9.2,1
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,125,55,7,232,9.876923077,13.63636364,0
Kings XI Punjab,Mumbai Indians,Chandigarh,50,19,6,173,7.306930693,15.78947368,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,57,45,8,170,9.04,7.6,1
Royal Challengers Bangalore,Rajasthan Royals,Bengaluru,106,40,6,232,9.45,15.9,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,109,87,10,165,10.18181818,7.517241379,1
Chennai Super Kings,Mumbai Indians,Mumbai,33,18,5,165,7.764705882,11.0,0
Kings XI Punjab,Chennai Super Kings,Chennai,129,71,8,182,6.489795918,10.90140845,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,121,90,9,158,7.4,8.066666667,0
Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,160,117,10,166,12.0,8.205128205,0
Delhi Daredevils,Mumbai Indians,Mumbai,28,56,8,93,6.09375,3.0,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,153,119,10,154,6.0,7.714285714,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,107,98,10,144,10.09090909,6.551020408,1
Kings XI Punjab,Chennai Super Kings,Mohali,173,117,10,173,0.0,8.871794872,1
Sunrisers Hyderabad,Delhi Daredevils,Delhi,86,89,9,115,5.612903226,5.797752809,1
Sunrisers Hyderabad,Kings XI Punjab,Chandigarh,122,82,10,180,9.157894737,8.926829268,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,161,113,10,165,3.428571429,8.548672566,0
Rajasthan Royals,Kings XI Punjab,Mohali,60,29,8,191,8.637362637,12.4137931,0
Delhi Capitals,Sunrisers Hyderabad,Visakhapatnam,6,1,3,172,8.369747899,36.0,1
Chennai Super Kings,Royal Challengers Bangalore,Chennai,23,8,6,206,9.803571429,17.25,1
Delhi Daredevils,Kings XI Punjab,Delhi,77,83,10,119,6.810810811,5.56626506,1
Rajasthan Royals,Chennai Super Kings,Chennai,241,117,10,247,12.0,12.35897436,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,19,6,3,158,7.315789474,19.0,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,96,65,8,166,7.636363636,8.861538462,1
Chennai Super Kings,Rajasthan Royals,Ranchi,74,63,8,149,7.894736842,7.047619048,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,50,29,7,209,10.48351648,10.34482759,0
Rajasthan Royals,Royal Challengers Bangalore,Jaipur,56,34,7,172,8.093023256,9.882352941,1
Mumbai Indians,Kolkata Knight Riders,Bangalore,108,119,10,108,0.0,5.445378151,1
Royal Challengers Bangalore,Chennai Super Kings,Chennai,32,12,3,149,6.5,16.0,0
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,101,93,10,147,10.22222222,6.516129032,1
Royal Challengers Bangalore,Rajasthan Royals,Jaipur,187,98,7,198,3.0,11.44897959,0
Chennai Super Kings,Mumbai Indians,Kolkata,41,4,1,149,5.586206897,61.5,0
Delhi Daredevils,Royal Challengers Bangalore,Bangalore,18,1,3,187,8.521008403,108.0,0
Royal Challengers Bangalore,Deccan Chargers,Cape Town,159,88,8,185,4.875,10.84090909,0
Rajasthan Royals,Mumbai Indians,Jaipur,78,61,7,172,9.559322034,7.672131148,1
Kolkata Knight Riders,Kings XI Punjab,Cuttack,30,32,9,150,8.181818182,5.625,1
Delhi Daredevils,Deccan Chargers,Hyderabad,99,85,9,143,7.542857143,6.988235294,1
Mumbai Indians,Kolkata Knight Riders,Mumbai,97,66,7,175,8.666666667,8.818181818,1
Delhi Daredevils,Kolkata Knight Riders,Johannesburg,107,105,10,124,6.8,6.114285714,1
Deccan Chargers,Royal Challengers Bangalore,Centurion,97,72,9,171,9.25,8.083333333,0
Chennai Super Kings,Mumbai Indians,Mumbai,36,21,5,165,7.818181818,10.28571429,0
Sunrisers Hyderabad,Delhi Daredevils,Visakhapatnam,81,46,8,168,7.054054054,10.56521739,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Bangalore,80,23,4,228,9.154639175,20.86956522,0
Kings XI Punjab,Rajasthan Royals,Jaipur,75,31,5,192,7.887640449,14.51612903,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,121,103,10,155,12.0,7.048543689,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,109,66,10,209,11.11111111,9.909090909,0
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,129,82,10,204,11.84210526,9.43902439,1
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,108,57,8,173,6.19047619,11.36842105,0
Kolkata Knight Riders,Delhi Daredevils,Delhi,83,70,8,147,7.68,7.114285714,1
Mumbai Indians,Royal Challengers Bangalore,Mumbai,61,42,7,180,9.153846154,8.714285714,1
Delhi Daredevils,Deccan Chargers,Hyderabad,8,12,4,176,9.333333333,4.0,1
Kolkata Knight Riders,Mumbai Indians,East London,52,32,8,149,6.613636364,9.75,0
Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,122,80,9,172,7.5,9.15,0
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,137,82,9,178,6.473684211,10.02439024,1
Sunrisers Hyderabad,Delhi Capitals,Hyderabad,61,29,8,165,6.857142857,12.62068966,0
Royal Challengers Bangalore,Delhi Daredevils,Sharjah,91,76,9,146,7.5,7.184210526,1
Rajasthan Royals,Mumbai Indians,Mumbai,123,75,9,188,8.666666667,9.84,0
Kolkata Knight Riders,Mumbai Indians,Mumbai,159,107,9,171,5.538461538,8.91588785,0
Kolkata Knight Riders,Deccan Chargers,Kolkata,80,79,7,111,4.536585366,6.075949367,1
Kolkata Knight Riders,Mumbai Indians,Kolkata,133,95,9,174,9.84,8.4,0
Sunrisers Hyderabad,Mumbai Indians,Hyderabad,15,21,7,139,7.515151515,4.285714286,1
Chennai Super Kings,Rajasthan Royals,Jaipur,88,45,6,159,5.68,11.73333333,1
Rajasthan Royals,Mumbai Indians,Mumbai,88,44,7,198,8.684210526,12.0,0
Kings XI Punjab,Delhi Daredevils,Delhi,187,114,10,189,2.0,9.842105263,0
Kings XI Punjab,Royal Challengers Bangalore,Bangalore,65,74,9,127,8.086956522,5.27027027,1
Royal Challengers Bangalore,Kolkata Knight Riders,Sharjah,10,7,6,151,7.486725664,8.571428571,0
Delhi Daredevils,Rajasthan Royals,Mumbai,144,65,6,193,5.345454545,13.29230769,0
Rajasthan Royals,Chennai Super Kings,Mumbai,117,73,7,164,6.0,9.616438356,1
Kings XI Punjab,Deccan Chargers,Hyderabad,5,16,8,166,9.288461538,1.875,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,124,89,9,145,4.064516129,8.359550562,1
Rajasthan Royals,Chennai Super Kings,Jaipur,140,113,10,142,1.714285714,7.433628319,1
Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata,152,101,10,184,10.10526316,9.02970297,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,88,57,7,166,7.428571429,9.263157895,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,182,109,9,197,8.181818182,10.01834862,0
Delhi Daredevils,Mumbai Indians,Mumbai,120,66,9,205,9.444444444,10.90909091,1
Chennai Super Kings,Royal Challengers Bangalore,Bengaluru,73,40,5,166,6.975,10.95,0
Kings XI Punjab,Deccan Chargers,Cuttack,85,34,4,171,6.0,15.0,0
Royal Challengers Bangalore,Delhi Daredevils,Sharjah,48,37,8,146,7.084337349,7.783783784,1
Kings XI Punjab,Sunrisers Hyderabad,Hyderabad,198,114,9,206,8.0,10.42105263,1
Mumbai Indians,Kings XI Punjab,Chandigarh,91,45,5,183,7.36,12.13333333,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,151,65,5,218,7.309090909,13.93846154,0
Kolkata Knight Riders,Chennai Super Kings,Kolkata,117,95,10,155,9.12,7.389473684,1
Kolkata Knight Riders,Delhi Daredevils,Kolkata,59,57,9,161,9.714285714,6.210526316,1
Kings XI Punjab,Rajasthan Royals,Jaipur,101,55,7,162,5.630769231,11.01818182,0
Royal Challengers Bangalore,Mumbai Indians,Mumbai,32,21,6,166,8.121212121,9.142857143,1
Delhi Daredevils,Mumbai Indians,Delhi,57,36,6,177,8.571428571,9.5,1
Kolkata Knight Riders,Delhi Daredevils,Delhi,143,86,7,178,6.176470588,9.976744186,0
Rajasthan Royals,Chennai Super Kings,Jaipur,87,50,7,189,8.742857143,10.44,1
Mumbai Indians,Deccan Chargers,Mumbai,107,76,7,136,3.954545455,8.447368421,0
Mumbai Indians,Royal Challengers Bangalore,Bangalore,146,102,10,157,3.666666667,8.588235294,0
Kolkata Knight Riders,Mumbai Indians,Kolkata,44,31,4,174,8.764044944,8.516129032,0
Delhi Daredevils,Chennai Super Kings,Delhi,88,23,1,170,5.072164948,22.95652174,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,111,81,9,145,5.230769231,8.222222222,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,19,7,6,190,9.079646018,16.28571429,1
Kings XI Punjab,Kolkata Knight Riders,Kolkata,174,89,8,224,9.677419355,11.73033708,0
Kings XI Punjab,Rajasthan Royals,Jaipur,118,69,8,162,5.176470588,10.26086957,0
Sunrisers Hyderabad,Kings XI Punjab,Hyderabad,27,33,7,144,8.068965517,4.909090909,1
Chennai Super Kings,Kings XI Punjab,Mumbai,40,6,3,227,9.842105263,40.0,0
Kolkata Knight Riders,Chennai Super Kings,Ranchi,113,94,9,149,8.307692308,7.212765957,0
Kolkata Knight Riders,Rajasthan Royals,Ahmedabad,64,44,10,171,8.447368421,8.727272727,0
Mumbai Indians,Chennai Super Kings,Mumbai,31,45,9,157,10.08,4.133333333,1
Deccan Chargers,Chennai Super Kings,Mumbai,88,45,5,143,4.4,11.73333333,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,89,60,10,161,7.2,8.9,1
Royal Challengers Bangalore,Deccan Chargers,Cape Town,147,77,8,185,5.302325581,11.45454545,0
Kolkata Knight Riders,Chennai Super Kings,Centurion,67,38,9,189,8.926829268,10.57894737,1
